"model_id","target_end_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"MicroHub-Copycat",2026-06-13,1.00880742680314,1.00036893476935,9.21304347826087,0.0660435559908454,1.14285714285714,1.1346883640279,16,0.118657543801316,1,1,3
"MicroHub-Ensemble",2026-06-13,1.08783622946917,1.08187889317083,9.93478260869565,0.0714247781723804,1.14285714285714,1.1346883640279,16,0.118657543801316,0,1,3
"MicroHub-INFLAenza",2026-06-13,1.75205903356344,1.65021192392274,16.0008695652174,0.108945669748812,2.07142857142857,1.96675342997514,29,0.205668920790946,0,1,3
"MicroHub-Opt_Baseline",2026-06-13,1.15458224232326,1.14977557928012,10.544347826087,0.0759072630185198,1,1,14,0.104572803919577,1,1,3
"MicroHub-Regular_Baseline",2026-06-13,1,1,9.13260869565218,0.0660191992128112,1,1,14,0.104572803919577,1,1,3
"MicroHub-Seasonal_Baseline",2026-06-13,1.57624375148774,1.48789123476907,14.3952173913043,0.0982293878352148,1.78571428571429,1.71835723680012,25,0.179693434387685,1,1,3
"MicroHub-newGBQR",2026-06-13,1.00661747203047,1.00627553835328,9.19304347826087,0.0664335052295241,1.14285714285714,1.1346883640279,16,0.118657543801316,0,1,3
